url,name,category,what_you_learn,skills,language,instructors,content
https://www.coursera.org/learn/derivatives-a-guide-to-calculation,Derivatives: a guide to calculation,Math And Logic,,"Applied Mathematics, Mathematics Education, Advanced Mathematics, Derivatives, Graphing, ChatGPT, Mathematical Software, Mathematical Theory & Analysis, AI Personalization, Calculus, Geometry, Machine Learning Algorithms",English,"['monicaconti', 'giuliomagli', 'domenicobrunetto']","The calculation of derivatives is a key topic in all differential calculus courses, both in school and in the first year of university. It’s also an essential tool used continuously in advanced courses, not only in Mathematical Analysis but in many technical and scientific subjects.Last but not least, derivatives are the fundamental tools of all optimization algorithms, including those used in machine learning and deep learning.
This course aims to teach the techniques and rules for calculating the derivatives of any function in a simple yet comprehensive way, ensuring zero mistakes!
Lessons are packed with examples and visuals to clarify techniques, along with exercises to reinforce learning.
Additionally, we explore the integration of Geogebra and Wolfram Alpha to enhance understanding of derivatives and support calculations, and show how ChatGPT can create dynamic learning experiences and personalized practical sessions.
The course includes video lectures (Week 1), solved exercises (Week 2), in-depth notes (Week 3), tutorial for using the digital tools (Week 4) and a final self-assessment quiz."
https://www.coursera.org/learn/descriptive-statistics-statistical-distributions-business-application,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Data Science,,"Probability & Statistics, Statistical Analysis, Correlation Analysis, Statistics, Microsoft Excel, Probability Distribution, Data Analysis, Descriptive Statistics, Sampling (Statistics), Box Plots, Business Analytics",English,['sharadborle'],"The ability to understand and apply Business Statistics is becoming increasingly important in the industry. A good understanding of Business Statistics is a requirement to make correct and relevant interpretations of data. Lack of knowledge could lead to erroneous decisions which could potentially have negative consequences for a firm. This course is designed to introduce you to Business Statistics. We begin with the notion of descriptive statistics, which is summarizing data using a few numbers. Different categories of descriptive measures are introduced and discussed along with the Excel functions to calculate them. The notion of probability or uncertainty is introduced along with the concept of a sample and population data using relevant business examples. This leads us to various statistical distributions along with their Excel functions which are then used to model or approximate business processes. You get to apply these descriptive measures of data and various statistical distributions using easy-to-follow Excel based examples which are demonstrated throughout the course.To successfully complete course assignments, students must have access to Microsoft Excel. 
________________________________________
WEEK 1
Module 1: Basic Data Descriptors
In this module you will get to understand, calculate and interpret various descriptive or summary measures of data. These descriptive measures summarize and present data using a few numbers. Appropriate Excel functions to do these calculations are introduced and demonstrated.

Topics covered include:
•	Categories of descriptive data
•	Measures of central tendency, the mean, median, mode, and their interpretations and calculations
•	Measures of spread-in-data, the range, interquartile-range, standard deviation and variance
•	Box plots
•	Interpreting the standard deviation measure using the rule-of-thumb and Chebyshev’s theorem
________________________________________
WEEK 2
Module 2: Descriptive Measures of Association, Probability, and Statistical Distributions
This module presents the covariance and correlation measures and their respective Excel functions. You get to understand the notion of causation versus correlation. The module then introduces the notion of probability and random variables and starts introducing statistical distributions.

Topics covered include:
•	Measures of association, the covariance and correlation measures; causation versus correlation
•	Probability and random variables; discrete versus continuous data
•	Introduction to statistical distributions
________________________________________
WEEK 3
Module 3: The Normal Distribution
This module introduces the Normal distribution and the Excel function to calculate probabilities and various outcomes from the distribution. 

Topics covered include:
•	Probability density function and area under the curve as a measure of probability
•	The Normal distribution (bell curve), NORM.DIST, NORM.INV functions in Excel
________________________________________
WEEK 4
Module 4: Working with Distributions, Normal, Binomial, Poisson
In this module, you'll see various applications of the Normal distribution. You will also get introduced to the Binomial and Poisson distributions. The Central Limit Theorem is introduced and explained in the context of understanding sample data versus population data and the link between the two.

Topics covered include:
•	Various applications of the Normal distribution
•	The Binomial and Poisson distributions
•	Sample versus population data; the Central Limit Theorem"
https://www.coursera.org/learn/design,Design: Creation of Artifacts in Society,Business,,"Aesthetics, Product Design, Human Centered Design, Needs Assessment, Prototyping, Design Thinking, Brainstorming, Conceptual Design, Peer Review, Problem Solving, Design, Technical Drawing",English,['karltulrich'],"This is a course aimed at making you a better designer. The course marries theory and practice, as both are valuable in improving design performance. Lectures and readings will lay out the fundamental concepts that underpin design as a human activity. Weekly design challenges test your ability to apply those ideas to solve real problems. The course is deliberately broad - spanning all domains of design, including architecture, graphics, services, apparel, engineered goods, and products. The emphasis of the course is the basic design process: define, explore, select, and refine. You, the student, bring to the course your particular interests and expertise related to, for instance, engineering, furniture, fashion, architecture, or products. In prior sessions of the course about half of the participants were novices and about half had prior professional design expertise. Both groups seem to benefit substantially from the course. All project work is evaluated by your peers -- and indeed, you will also be a peer reviewer. This format allows you to see an interesting collection of projects while getting useful feedback on your own project."
https://www.coursera.org/learn/design-and-conduct-clinical-trials,Design and Conduct of Clinical Trials,Health,"Evaluate and select clinical trial designs
Evaluate and select clinical trial designs
Implement bias control measures
Implement bias control measures
Randomize participants into groups
Randomize participants into groups
Define clinical trial outcomes
Define clinical trial outcomes","Good Clinical Practices (GCP), Science and Research, Clinical Trials, Clinical Research Ethics, Biostatistics, Healthcare Ethics, Clinical Research, Regulatory Compliance, Informed Consent",English,"['~89063371', '~109366686', '~95823303', 'janetholbrook']","In this course, you’ll learn how to design and carry out clinical trials. Each design choice has implications for the quality and validity of your results. This course provides you and your team with essential skills to evaluate options, make good design choices, and implement them within your trial. You’ll learn to control for bias, randomize participants, mask treatments and outcomes, identify errors, develop and test hypotheses, and define appropriate outcomes. Finally, a trial without participants is no trial at all, so you’ll learn the guiding principles and develop the essential skills to ethically and conscientiously recruit, obtain consent from, and retain trial participants."
https://www.coursera.org/learn/design-and-detailing-of-rcc-elements,Design and Detailing of RCC elements,Physical Science And Engineering,"Learn to design beams, edge beams, flat slabs, continuous slabs, and columns with precision.
Learn to design beams, edge beams, flat slabs, continuous slabs, and columns with precision.
Develop expertise in designing reinforcement for flexural and shear strength in structural elements.
Develop expertise in designing reinforcement for flexural and shear strength in structural elements.
Master detailed column design while adhering to key rules in scheme design.
Master detailed column design while adhering to key rules in scheme design.","Civil Engineering, Construction Estimating, Structural Engineering, Building Design, Estimation, Construction Engineering, Construction, Building Codes, Engineering Practices, Engineering Calculations, Engineering Documentation, Design Specifications, Architectural Engineering, Engineering Drawings, Structural Analysis",English,['~113266557'],"This course module offers a holistic exploration of structural design, providing practical exercises in the detailed design of reinforced concrete elements such as beams, edge beams, flat slabs, continuous slabs, and columns. Emphasizing reinforcement design for flexural and shear aspects, learners gain proficiency in real-world engineering scenarios. The module extends to detailed column design, incorporating cardinal rules in scheme design. Further, it covers shear wall design principles, focusing on seismic responses and reinforcement specifics. The module concludes with a comprehensive exploration of reinforcement detailing, concrete and steel indices, reinforcement consumption, and Bill of Quantities, ensuring a well-rounded understanding."
https://www.coursera.org/learn/design-basics-of-rcc-buildings,Design Basics of RCC Buildings,Physical Science And Engineering,"Understand and interpret detailed architectural and structural drawings.
Understand and interpret detailed architectural and structural drawings.
Learn to assess geometric aspects and specify materials for reinforced concrete design.
Learn to assess geometric aspects and specify materials for reinforced concrete design.
Gain knowledge of exposure levels, cover requirements, and fire ratings for reinforced concrete structures.
Gain knowledge of exposure levels, cover requirements, and fire ratings for reinforced concrete structures.","Architectural Drawing, Blueprint Reading, Engineering Practices, Architectural Engineering, Engineering Documentation, Engineering Calculations, Building Codes, Structural Analysis, Civil Engineering, Building Design, Engineering Drawings, Construction, Structural Engineering",English,['~113266557'],"This course offers a perspective on reinforced concrete building design, equipping learners with skills to interpret architectural and structural drawings, analyze geometric parameters, and understand material specifications. Learners gain practical proficiency in exposure, cover, fire ratings, load types, and seismic considerations, fostering a nuanced understanding of structural engineering. The curriculum emphasizes real-world application, incorporating analysis tools and design basis report creation. By exploring dead loads, live loads, wind loads, and earthquake loads, learners develop comprehensive knowledge, ensuring their ability to confidently undertake sophisticated designs. The course enhances comprehension of Indian code practices, practical skills, and collaborative project experience for effective structural engineering in diverse environments."
https://www.coursera.org/learn/design-basics-of-steel-buildings,Design Basics of Steel Buildings,Physical Science And Engineering,"Recall foundational principles of steel building design, including basis for design reports, site location considerations, and geometric parameters.
Recall foundational principles of steel building design, including basis for design reports, site location considerations, and geometric parameters.
Understand how site location impacts building function & consider exposure conditions and corrosion protection for steel structures.
Understand how site location impacts building function & consider exposure conditions and corrosion protection for steel structures.
""Utilize material knowledge, design loads, and calculation methods to solve steel building design problems, including wind and earthquake loads.""
""Utilize material knowledge, design loads, and calculation methods to solve steel building design problems, including wind and earthquake loads.""","Engineering Calculations, Structural Engineering, Safety Standards, Construction, Architectural Engineering, Civil Engineering, Sustainable Engineering, Building Codes, Building Design, Structural Analysis",English,['~113266557'],"""Design Basics of Steel Buildings"" is a comprehensive course that covers all fundamental aspects of designing steel structures. Participants delve into the foundational elements essential for successful building design, including understanding the basis for design through comprehensive reports and considering site location in conjunction with building functionality. Geometric parameters of the building are explored to ensure structural integrity and aesthetic appeal.A critical aspect of the course is designing for the intended lifespan of the building, taking into account exposure conditions and implementing corrosion protection measures to enhance durability. Participants gain insight into the diverse range of materials used in steel building construction, from concrete and reinforcement to structural steel, bolts, welds, and fireproofing materials.
The course introduces participants to various design loads, including gravity & lateral loads including wind, and earthquake loads. They learn to calculate wind loads using different methods, considering factors such as drag, interference, and dynamic effects. Earthquake loads are also thoroughly examined, with a focus on zone factors, response reduction factors, and calculation methods.
Structural layout planning is emphasized, with considerations for grid planning tailored to specific building types. Participants explore vertical load-resisting systems, such as slabs, beams, and trusses, and gain an understanding of the significance of lateral load-resisting systems, including moment-resisting frames, braced frames, and shear walls.
Participants will also learn to calculate preliminary sizes of structural elements based on design requirements and gain insights into coordinating structural design with building services. By the course's conclusion, participants emerge equipped with a comprehensive understanding of the principles and practices involved in designing steel buildings, ensuring safety, functionality, and longevity in their projects."
https://www.coursera.org/learn/design-better-and-build-your-brand-with-canva,Design Better and Build Your Brand with Canva,Arts And Humanities,"Organize designs and schedule content with Canva's planner.
Organize designs and schedule content with Canva's planner.
Create dynamic presentations and animated posts.
Create dynamic presentations and animated posts.
Utilize Canva's time-saving features like brand kits and templates.
Utilize Canva's time-saving features like brand kits and templates.","Canva (Software), Social Media Content, Presentations, Typography, Logo Design, Branding, Graphic and Visual Design, Marketing Design, Video Editing, Marketing Materials, Animations, Brand Strategy",English,['~158375127'],"A beginner's guide to producing professional branding, marketing, and social content for businessesLearn to create professional branded graphics with Canva quickly and efficiently. This course guides you through setting up your Canva account, understanding branding essentials, and utilizing Canva's tools to build a cohesive brand identity. By the end, you'll confidently design marketing materials that enhance your business's visibility online.

Being able to confidently create your own graphics, which look professional and are branded to your business on a budget, is an exciting prospect for a small business owner. This book covers everything you need to know about Canva, and helps you achieve this goal in a simple and easy way, giving you more time to focus on what you do best.

This course includes videos, readings, quizzes, and assignments that get you hands-on with Canva and the tools it includes.

Ideal for aspiring designers, social media managers, and solopreneurs with basic Canva experience seeking to enhance their branding and design skills. Familiarity with Canva basics, such as account setup and template use, is beneficial but not required.

Throughout this course you will:
- Create a comprehensive brand kit and understand branding essentials.
- Design effective graphics for social media visibility and engagement.
- Incorporate videos and animations into your designs.
- And a whole lot more.

This course is based on material written by an expert author, bringing the depth of a book into a more engaging, interactive format. The core content is delivered through clear, structured text you can read at your own pace, supported by short videos and quizzes to highlight key ideas and test your understanding.

By combining the strengths of book learning with interactive assessments, you get the best of both worlds: the depth and clarity of an author’s expertise, plus the flexibility to revisit, practice, and reinforce concepts whenever you need."
https://www.coursera.org/learn/design-concepts-in-metro-rails,Design Concepts in Metro Rails,Physical Science And Engineering,"Interpret design recommendations and Codes of Practice for Elevated and Underground Metros.
Interpret design recommendations and Codes of Practice for Elevated and Underground Metros.
Design the earth retaining systems for the excavations of underground stations.
Design the earth retaining systems for the excavations of underground stations.","Engineering Analysis, Structural Analysis, Planning, Structural Engineering, Building Codes, Construction Engineering, Civil Engineering, Simulation and Simulation Software, Engineering Design Process, Engineering Drawings",English,['~113266557'],"This course has been created for Civil and Transportation Engineers. The ""Design concepts in Metro Rail systems"" course is intended for entry level Engineers, those who want to comprehend and navigate the concepts in design of Metro rail systems. Throughout this course, participants will learn about the fundamental principles of design of Metro Rail systems in five modules. Tailored by industrial experts, this course is for the consumption of entry level Engineers in the Indian Subcontinent.The first module focuses on elevated metro stations, encompassing a detailed examination of station components, loads exerted on the station, modeling, and analysis concepts utilizing software. Learners will gain insights into the intricacies of designing station components, emphasizing practical applications and the utilization of software for effective modeling and analysis in the metro station design process.
The second module delves into the elements of elevated viaducts, exploring topics such as Indian codes of practice governing metro viaducts, the various loads acting on these structures, and the application of modeling and analysis concepts using software. It further addresses the design intricacies of the superstructure, substructure, and foundations of metro viaducts. Additionally, the module introduces the learners to modeling software specific to metro rails, providing a comprehensive overview of tools essential for effective design and analysis in the field.
The third module on underground stations- Earth retaining structures encompasses the elements comprising an underground metro station, its configuration and different earth retaining systems used in underground metros. 
The fourth module focusing on Underground Metro Stations analysis involves the exploration of Indian codes of practice governing the design of metro components and the evaluation of loads impacting underground stations. 
The fifth module centered on the design of underground stations includes considerations of SOD restrictions and the sizing of elements for underground stations. It encompasses the modeling of underground stations using software and the design of station components in accordance with the relevant code of practice."
https://www.coursera.org/learn/design-for-additive-manufacturing,Design for Additive Manufacturing,Physical Science And Engineering,"Students will apply the DfAM staircase framework to make additive manufacturing decisions.
Students will apply the DfAM staircase framework to make additive manufacturing decisions.","3D Modeling, Engineering Design Process, Materials science, Design, Prototyping, Computer-Aided Design, Design Strategies, Manufacturing Processes",English,['~123563647'],"Should a part be made with additive manufacturing? If so, what process should one select, and what design choices should one make? This course seeks to answer these questions by providing a framework called the DFAM staircase, and by providing a scorecard for assessing appropriateness for additive manufacturing.The necessary elements for each course are lecture videos, knowledge checks, and project completion. For additional information on certain topics, I've included supplemental readings and videos throughout various lessons that might enhance your knowledge. Because all resources are not available to all students, these materials are optional.

In addition, you will note that some of the lectures feature our department’s graduate students. These excellent students are sometimes closer to the material, having learned it recently, so we greatly appreciate their participation in the instructional process."
https://www.coursera.org/learn/design-fundamentals-ai,Design Fundamentals with AI,Business,"Use Adobe Express features powered by generative AI to quickly create high-impact content using simple text prompts.
Use Adobe Express features powered by generative AI to quickly create high-impact content using simple text prompts.
Explore diverse career opportunities in design and discover the skills needed to thrive in each role.
Explore diverse career opportunities in design and discover the skills needed to thrive in each role.
Use Adobe Express to build professional-quality projects and strengthen your content creation portfolio.
Use Adobe Express to build professional-quality projects and strengthen your content creation portfolio.
Apply design fundamentals to create practical, engaging visuals for content creation across platforms.
Apply design fundamentals to create practical, engaging visuals for content creation across platforms.","Digital Design, Logo Design, User Interface and User Experience (UI/UX) Design, Creative Design, Responsible AI, Generative AI Agents, Visual Design, Color Theory, Typography, Content Creation, Graphic Design",English,['adobe'],"Unlock the fundamental design and AI skills behind high-impact digital content. In this introductory course, you’ll learn how to bring your ideas to life using Adobe Express, the design app that makes it quick and easy to ideate and create with features powered by Adobe Firefly generative AI.You’ll also explore design principles from typography and layout to color theory and composition, and you’ll learn how to use these principles in real-world applications such as social media posts, brand assets, and visual storytelling. 

By the end of this design fundamentals course, you’ll be ready to transform your creative concepts into polished and engaging content. Start building your foundation in content creation that supports your personal and professional goals!"
https://www.coursera.org/learn/design-high-performance-optical-systems,Design of High-Performance Optical Systems,Physical Science And Engineering,"Describe how different wavelengths propagate through systems
Describe how different wavelengths propagate through systems
Develop strategies for correcting aberrations and enhancing the performance of optical instruments in various applications
Develop strategies for correcting aberrations and enhancing the performance of optical instruments in various applications
Describe the nature and effects of optical aberrations, particularly in high-angle, non-paraxial systems
Describe the nature and effects of optical aberrations, particularly in high-angle, non-paraxial systems","Mathematical Modeling, Performance Tuning, Computer-Aided Design, Applied Mathematics, Systems Analysis, Laboratory Equipment, Engineering Design Process, Equipment Design, Engineering, Scientific, and Technical Instruments, Scientific Visualization, System Requirements, Simulation and Simulation Software, Engineering Calculations, Systems Engineering",English,['mcleod'],"This course can also be taken for academic credit as ECEA 5602, part of CU Boulder’s Master of Science in Electrical Engineering degree.Optical instruments are how we see the world, from corrective eyewear to medical endoscopes to cell phone cameras to orbiting telescopes. This course extends what you have learned about first-order, paraxial system design and optical resolution and efficiency with the introduction to real lenses and their imperfections. We begin with a description of how different wavelengths propagate through systems, then move on to aberrations that appear with high angle, non-paraxial systems and how to correct for those problems. The course wraps up with a discussion of optical components beyond lenses and an excellent example of a high-performance optical system – the human eye. The mathematical tools required for analysis of high-performance systems are complicated enough that this course will rely more heavily on OpticStudio by Zemax. This will allow students to analyze systems that are too complicated for the simple analysis thus far introduced in this set of courses."
https://www.coursera.org/learn/design-language,The Language of Design: Form and Meaning,Arts And Humanities,"Recall and explain a lexicon of key terms relating to form, meaning, and audience, and apply them successfully within an appraisal of graphic design
Recall and explain a lexicon of key terms relating to form, meaning, and audience, and apply them successfully within an appraisal of graphic design
Establish and articulate criteria for successful outcomes in a design project that are not limited by personal taste.
Establish and articulate criteria for successful outcomes in a design project that are not limited by personal taste.
Employ various ways of talking about visual form, meaning, and context for a given work of design in an objective way.
Employ various ways of talking about visual form, meaning, and context for a given work of design in an objective way.
Develop an ability to engage with a work of design in an objective way.
Develop an ability to engage with a work of design in an objective way.","Creative Design, Design Elements And Principles, Graphic Design, Peer Review, Typography, Design, Design Reviews, Visual Design",English,"['yasmin-khan-gibson', 'randy-nakamura']","In this course, critique is defined as a detailed, objective analysis of a work of graphic design and its effectiveness. Critique is an integral part of the making process for designers: it’s not just how we determine if a work of design is or is not successful, it’s how we move our work forward. Critique is also where other voices and opinions can be brought into the design process.This course will introduce a lexicon (or vocabulary) in order for you to demonstrate clearer and more considered ways of talking about graphic design in the context of critique. Through this lexicon and a provided Critique Framework, we will model and then practice objectively describing how well a work of design functions based on specific, clearly articulated criteria. By refining this skill, you will enhance your ability to communicate about design with peers, colleagues, and clients. 

This course is essential to anyone looking to develop and refine a critical vocabulary around talking about art and design, such as:
 - practicing graphic designers at all levels
 - future and current students of art or design programs
 - teachers teaching visual art, design, or related subjects
 - any stakeholder in a design project that needs to communicate effectively with designers on their team.  

This course is recommended to learners enrolled in either the Graphic Design Specialization or UI/UX Design Specialization on Coursera to further develop their skills in graphic design. You may take this course before, during, or after completing either Specialization. 

Note this is not an art appreciation course for a general audience. While no prior experience is required to begin, the knowledge and skills taught in this course is useful only if you have some relationship to design in a professional context, i.e., practicing, studying, or teaching design, or working directly with designers.

No specific software or tools are required to complete this course."
https://www.coursera.org/learn/design-of-cps,CPS Design with ARM Core using MicroPython for Industries,Physical Science And Engineering,,"Peripheral Devices, Communication Systems, Control Systems, Internet Of Things, Electronics, Maintenance, Repair, and Facility Services, Electronic Systems, System Monitoring, Infrastructure Architecture, Integrated Development Environments, Embedded Systems, Real Time Data, Environmental Monitoring, Automation",English,['~113266557'],"This course equips participants with the knowledge and hands-on skills needed to design and implement ARM Processor with Micro python in Cyber-Physical Systems (CPS) for industrial and use. Covering foundational concepts and practical development with Micro python programming on ARM processors, participants will explore the Consumer Industry, Smart City Perspective of CPS, and gain expertise to design and control the evolving smart systems. Participants will gain insights of Raspberry Pi Pico, Thonny IDE and Installing Micro Python for Pico and delve deep into the exploration of embedded systems in CPS. This covers 16x2 LCD Display using I2C Protocol, Interfacing ADC with Pico and displaying in OLED, Simple Weather Monitoring System, Interfacing Bluetooth with Pico and various embedded control systems for washing machine, design of Coffee machine, Vacuum cleaner and more using embedded system. Refrigeration Appliances, Weigh-In-Motion, induction, microwave oven. Furthermore, they will intricate concepts of civil structures, importance of sensors in smart civil structures and various controlling devices and systems for smart civil structures, gain knowledge in Smart city structures includes smart waste management, detection of underground utilities, smart metering and wireless occupancy and surveillance."
https://www.coursera.org/learn/design-of-cyber-physicals-system-with-arm-processor,Design of CPS with ARM processor using Embedded C,Physical Science And Engineering,,"Cybersecurity, Peripheral Devices, Cloud Computing, Wireless Networks, Computer Systems, Hardware Architecture, Internet Of Things, Embedded Systems, C (Programming Language), Debugging, System Programming, Development Environment, Computer Architecture, Embedded Software",English,['~113266557'],"This comprehensive course is designed to equip participants with the knowledge and practical skills required to design and implement Cyber-Physical Systems (CPS) tailored for industrial applications. From foundational concepts to hands-on development using Embedded C programming on ARM processors, participants will explore the interdisciplinary nature of CPS, demystify its complexities, and gain the expertise needed to navigate the evolving landscape of smart systems."
https://www.coursera.org/learn/design-of-digital-circuits-with-vhdl-programming,Design of Digital Circuits with VHDL Programming,Physical Science And Engineering,,"Hardware Design, Simulations, Schematic Diagrams, Computational Logic, Computer Engineering, Verification And Validation, Simulation and Simulation Software, Field-Programmable Gate Array (FPGA), Integrated Development Environments, Dataflow, Design Software, Development Environment, Electronic Hardware, Electronics Engineering",English,['~113266557'],"This course is designed to provide a comprehensive understanding of digital circuit design using VHDL programming with Xilinx ISE. Participants will learn the fundamentals of VHDL, simulation modeling, and design methodologies for digital circuits, including combinational and sequential circuits. Practical exercises using Xilinx ISE will enhance hands-on skills in circuit implementation, simulation, and analysis.By the end of this course, you will be able to:
      Understand the structure and behavior of digital circuits using VHDL.
      Design and simulate digital circuits using Xilinx ISE.
      Implement combinational and sequential logic circuits in VHDL.
      Analyze and verify the functionality of digital circuits through simulation."
https://www.coursera.org/learn/design-of-hydropower-structures,Design of Hydropower Structures,Physical Science And Engineering,,"Engineering Analysis, Construction, Environmental Engineering, Hydraulics, Mechanical Design, Engineering Design Process, Structural Engineering, Water Resource Management, Structural Analysis, Hydrology, Civil Engineering",English,['~113266557'],"This course offers a comprehensive examination of the critical components and design principles involved in hydropower engineering. Key topics include storage zones within reservoirs and water level control, forces impacting gravity dams, and hydraulic design principles for dams, barrages, and desilting basins. The course also addresses basic design requirements and procedures for embankment dams. The learners will explore water conductor systems, power intake structures, and methods for hydraulic and structural analysis of these components. The course covers the design of head race tunnels, including considerations for economic diameter, structural integrity, and seepage control. Additionally, the course delves into surge tanks, surge shafts, and surge chambers, focusing on hydraulic and structural design principles. Penstocks and pressure shafts are discussed, including classifications, design load conditions, and design procedures. The course also covers the design of turbine and generator floors, stability analysis of powerhouse structures, and considerations for underground powerhouses.Target Learners:
	Undergraduate students of Civil Engineering
	Post-Graduate Students of Integrated Water Resources Management
	Post-Graduate Students of Structural Engineering
	Faculties of Civil Engineering Domain
	Working Professionals in the above domain & other aspiring learners
Pre-requisites:
	Fundamental knowledge on Fluid Mechanics, Applied Hydraulics, Water Resources Engineering  
	Exposure to Indian codal standards"
https://www.coursera.org/learn/design-of-precast-system,Design of Precast System,Physical Science And Engineering,"Gain expertise in modeling, analyzing and designing precast RC walls and frames using ETABS, ensuring efficient construction and structural integrity
Gain expertise in modeling, analyzing and designing precast RC walls and frames using ETABS, ensuring efficient construction and structural integrity
Develop practical skills in designing, handling, and transporting RC wall systems, joint connections, and precast slab systems
Develop practical skills in designing, handling, and transporting RC wall systems, joint connections, and precast slab systems","Engineering Design Process, Civil Engineering, Technical Standard, Structural Engineering, Structural Analysis, Engineering Analysis, Engineering Software, Building Design, Building Codes, Construction Engineering, 3D Modeling",English,['~113266557'],"The course on ""Design of Precast Systems"" provides comprehensive training in the modeling, analysis, and design of precast reinforced concrete (RC) structures using advanced software tools such as ETABS and SAFE. It covers various aspects from initial modeling to detailed design considerations, focusing on efficient construction methods and structural integrity.Target Learners:
	Undergraduate students of Civil Engineering
	Post-Graduate Students of Geotechnical Engineering
	Practicing Engineers in Pile Construction based projects.
	Faculties of Civil Engineering Domain

Pre-requisites:
	Analytical skill for determinate & indeterminate structures and design knowledge of reinforced concrete members
	Exposure to codes and standards (Indian standard codes for concrete, wind and earthquake design)"
https://www.coursera.org/learn/design-of-transmission-line-modelling-and-performance,Design of Transmission Line: Modelling and Performance,Physical Science And Engineering,,"Design, Telecommunications, Environmental Engineering, Electric Power Systems, Environmental Science, Mathematical Modeling, Matlab, Three-Phase, High Voltage, Engineering Calculations, Applied Mathematics, Electrical Engineering, Simulation and Simulation Software, Electrical Power",English,['~113266557'],"This course is designed to provide a detailed exploration of the critical elements involved in transmission lines' design, modeling, and performance assessment.By enrolling in this course, participants will not only gain theoretical knowledge but also practical skills that are directly applicable in the field of transmission line engineering. Whether you're a student aspiring to enter the industry or a professional seeking to deepen your expertise, this course offers a unique blend of theoretical insights and hands-on applications, equipping you with the tools to excel in this dynamic field.

By the end of this course, you will be able to:
•	Master the intricacies of transmission line parameters, including inductance, and capacitance, with different configurations.
•	Evaluate the performance of short, medium, and long transmission lines, and employ ABCD constants for accurate modeling.
•	Investigate phenomena like corona discharge, electromagnetic interference, and corona loss measurements, essential for mitigating environmental impacts.
•	Gain proficiency in MATLAB for calculating transmission line parameters, enabling practical application in real-world scenarios.

This course stands out for its hands-on MATLAB demonstrations, providing learners with practical skills for transmission line analysis. Additionally, it offers a specialized focus on corona discharge and its effects, addressing a critical aspect of high-voltage transmission. The inclusion of real-world case studies and environmental impact assessments further distinguishes this course as a holistic exploration of transmission line engineering.

To be successful in this course, you should have a background in basic electrical engineering principles, including knowledge of circuit analysis, electromagnetism, and mathematical modeling. Familiarity with MATLAB or similar programming languages will be beneficial for hands-on exercises."
https://www.coursera.org/learn/design-patterns,Design Patterns,Computer Science,,"Programming Principles, Software Design Patterns, Software Design, Application Design, Maintainability, Code Review, Software Architecture, Object Oriented Design, Unified Modeling Language, Model View Controller, Java",English,['kennyw'],"This course extends object-oriented analysis and design by incorporating design patterns to create interactive applications. Through a survey of established design patterns, you will gain a foundation for more complex software applications. Finally, you will identify problematic software designs by referencing a catalog of code smells.You will be challenged in the Capstone Project to redesign an existing Java-based Android application to implement a combination of design patterns. You will also critique a given Java codebase for code smells.

After completing this course, you will be able to: 
• Demonstrate how to use design patterns to address user interface design issues.	
• Identify the most suitable design pattern to address a given application design problem.	
• Apply design principles (e.g., open-closed, dependency inversion, least knowledge).	
• Critique code by identifying and refactoring anti-patterns.
• Apply the model-view-controller architectural pattern."
